type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_countries,prod_countries_cnt,main_genre,dbscan_clusters
SHOW,2016,24,8.0,8.1,8821.0,16.452,7.4,US,1,action,10
SHOW,2016,30,2.0,7.4,3369.0,2.7,7.9,AU,1,comedy,26
SHOW,2016,23,2.0,7.6,6199.0,17.293,8.2,JP,1,action,7
SHOW,2015,21,5.0,6.0,1066.0,11.302,7.6,US,1,comedy,1
SHOW,2016,30,2.0,7.3,3693.0,6.236,7.4,US,1,drama,13
SHOW,2016,71,2.0,8.5,6659.0,9.477,8.1,KR,1,crime,57
SHOW,2016,44,1.0,6.6,8585.0,7.738,6.6,GB,1,thriller,58
SHOW,2016,54,5.0,8.1,4047.0,94.391,8.2,AR,1,drama,16
SHOW,2015,27,2.0,7.7,3574.0,9.227,7.5,FR,1,comedy,17
SHOW,2016,33,2.0,7.2,11474.0,8.853,6.9,US,1,comedy,1
SHOW,2015,12,2.0,7.2,587.0,6.326,7.6,GB,1,comedy,0
SHOW,2016,48,1.0,6.9,1667.0,3.977,6.9,US,1,reality,5
SHOW,2016,61,1.0,7.4,3943.0,34.735,7.3,KR,1,drama,53
SHOW,2015,45,2.0,7.6,1649.0,3.412,6.8,DE,1,documentation,59
SHOW,2016,25,7.0,8.3,83.0,40.65,10.0,KR,1,thriller,60
SHOW,2015,23,5.0,6.7,465.0,8.914,7.4,US,1,action,10
SHOW,2016,50,2.0,6.9,2177.0,5.174,6.1,AU,1,reality,43
SHOW,2015,23,4.0,5.8,723.0,27.252,7.7,US,1,action,10
SHOW,2015,23,6.0,6.6,1726.0,22.766,6.9,US,1,comedy,1
SHOW,2016,7,3.0,7.1,599.0,23.688,8.3,FR,1,animation,15
SHOW,2015,29,1.0,8.1,1663.0,5.125,8.1,JP,1,reality,61
SHOW,2015,46,4.0,8.2,5586.0,25.34,8.4,MX,1,drama,39
SHOW,2016,21,3.0,7.1,2077.0,11.589,8.0,US,1,drama,13
SHOW,2016,43,1.0,7.2,5024.0,6.442,6.7,GB,1,comedy,0
SHOW,2016,27,3.0,7.1,2677.0,4.763,7.3,GB,1,comedy,0
SHOW,2016,65,1.0,7.8,6194.0,27.411,7.4,KR,1,action,33
SHOW,2016,33,1.0,5.2,861.0,4.376,5.2,US,1,comedy,1
SHOW,2015,35,1.0,7.4,4160.0,4.117,6.8,US,1,comedy,1
SHOW,2015,23,4.0,5.6,442.0,5.557,7.4,US,1,animation,25
SHOW,2015,25,2.0,5.9,9172.0,13.581,5.7,CA,1,scifi,6
SHOW,2016,45,1.0,7.9,2585.0,27.228,6.1,CN,1,drama,45
SHOW,2015,11,2.0,8.6,919.0,3.171,8.0,IE,1,comedy,-1
SHOW,2015,22,2.0,6.8,83.0,3.153,9.2,US,1,animation,25
SHOW,2015,22,6.0,8.2,6376.0,52.569,8.2,US,1,scifi,2
SHOW,2015,46,1.0,7.0,2755.0,3.389,7.3,IS,1,drama,-1
SHOW,2015,51,2.0,7.4,2784.0,6.577,7.8,RU,1,crime,-1
SHOW,2016,0,1.0,8.4,649.0,23.759,7.7,CO,1,action,-1
SHOW,2016,25,2.0,8.4,4149.0,11.357,7.7,JP,1,drama,9
SHOW,2016,48,5.0,7.1,2747.0,5.099,7.5,GB,1,crime,46
SHOW,2015,43,1.0,6.2,379.0,2.421,5.8,GB,1,history,-1
SHOW,2015,22,4.0,7.8,667.0,13.096,7.8,AU,1,action,-1
SHOW,2016,45,3.0,6.1,340.0,293.969,7.4,MX,1,drama,39
SHOW,2015,23,2.0,4.9,2255.0,12.273,7.9,US,1,comedy,1
SHOW,2016,70,1.0,7.3,2476.0,3.273,6.5,US,1,documentation,35
SHOW,2015,3,3.0,8.3,367.0,9.07,8.0,FR,1,animation,15
SHOW,2016,26,3.0,8.4,878.0,7.471,8.4,US,1,animation,25
SHOW,2016,53,1.0,7.6,43.0,3.188,7.5,US,1,documentation,35
SHOW,2016,24,2.0,6.6,727.0,6.824,8.2,US,2,action,10
SHOW,2015,22,4.0,4.5,625.0,10.856,6.9,CA,2,action,44
SHOW,2016,21,2.0,5.8,331.0,13.218,6.5,US,1,animation,25
SHOW,2015,31,2.0,6.3,2857.0,6.43,6.2,US,1,comedy,1
SHOW,2016,48,1.0,7.4,1544.0,5.247,6.9,JP,2,drama,9
SHOW,2016,15,3.0,7.6,524.0,6.682,6.6,AU,1,family,-1
SHOW,2016,20,2.0,5.4,177.0,7.108,7.3,US,1,action,10
SHOW,2016,107,2.0,6.5,1221.0,15.226,5.7,TR,1,drama,62
SHOW,2016,47,1.0,7.1,5137.0,7.687,6.3,US,1,comedy,1
SHOW,2016,23,3.0,6.5,760.0,14.848,6.1,US,1,action,10
SHOW,2015,28,3.0,8.3,1916.0,3.565,7.9,AU,1,documentation,63
SHOW,2016,24,2.0,7.2,1290.0,6.887,6.7,JP,1,comedy,27
SHOW,2016,45,4.0,8.4,5772.0,4.48,7.8,CA,1,documentation,-1
SHOW,2016,46,1.0,8.2,1734.0,4.096,8.6,US,1,documentation,35
SHOW,2015,25,6.0,5.8,1026.0,5.445,8.1,US,1,family,4
SHOW,2016,16,1.0,7.1,446.0,5.677,8.4,KR,1,drama,53
SHOW,2015,44,2.0,7.8,1060.0,3.459,7.3,GB,1,documentation,64
SHOW,2016,12,4.0,6.6,80.0,12.713,10.0,CN,1,family,-1
SHOW,2016,5,2.0,7.0,129.0,3.507,9.5,FR,1,comedy,17
SHOW,2015,23,2.0,3.0,1073.0,9.491,6.5,US,1,comedy,1
SHOW,2016,42,2.0,6.8,5163.0,8.888,6.6,FR,1,drama,51
SHOW,2016,69,1.0,7.8,1866.0,17.289,8.2,KR,1,comedy,29
SHOW,2016,22,3.0,8.0,3128.0,7.93,7.1,ES,1,comedy,65
SHOW,2015,35,1.0,8.1,12.0,2.736,7.5,US,1,reality,5
SHOW,2015,24,2.0,5.7,194.0,8.908,8.8,FR,1,animation,15
SHOW,2016,70,1.0,8.2,366.0,4.766,8.0,KR,1,comedy,29
SHOW,2016,26,2.0,8.2,1127.0,5.877,8.2,KR,1,comedy,29
SHOW,2015,28,3.0,7.6,385.0,1.542,7.0,IL,1,comedy,-1
SHOW,2016,63,1.0,6.8,742.0,4.18,6.8,US,1,documentation,35
SHOW,2016,63,2.0,8.3,2161.0,14.835,7.3,KR,1,comedy,29
SHOW,2016,29,2.0,5.9,7274.0,7.102,6.4,US,1,comedy,1
SHOW,2016,48,2.0,7.5,3161.0,15.259,7.3,JP,1,comedy,27
SHOW,2015,58,1.0,7.7,3663.0,6.213,7.0,FR,1,crime,-1
SHOW,2016,42,1.0,7.2,167.0,1.168,7.9,CA,1,reality,66
SHOW,2015,60,1.0,6.7,197.0,2.722,7.2,RU,1,drama,-1
SHOW,2016,49,3.0,7.4,64.0,3.809,7.6,HR,1,drama,-1
SHOW,2016,13,5.0,5.5,352.0,2.382,8.3,US,1,family,4
SHOW,2015,25,3.0,6.0,57.0,3.292,8.0,RU,3,family,-1
SHOW,2016,21,1.0,8.7,170.0,0.6,9.0,US,1,animation,25
SHOW,2016,47,4.0,6.5,554.0,243.868,7.5,CO,1,action,-1
SHOW,2016,52,2.0,6.0,2072.0,16.004,5.1,US,1,comedy,1
SHOW,2015,42,2.0,6.7,649.0,5.022,5.9,IL,1,action,-1
SHOW,2016,63,1.0,8.2,4326.0,2.184,7.8,TR,1,drama,62
SHOW,2016,18,1.0,6.3,214.0,11.974,8.0,KR,1,drama,53
SHOW,2016,62,1.0,6.9,297.0,5.348,8.0,KR,1,drama,53
SHOW,2016,27,2.0,7.6,892.0,2.503,8.2,NL,1,comedy,-1
SHOW,2016,27,1.0,5.7,446.0,2.719,6.5,AU,1,documentation,63
SHOW,2016,21,4.0,6.0,604.0,6.585,7.0,US,1,comedy,1
SHOW,2015,53,1.0,8.4,341.0,4.43,9.2,TW,1,drama,38
SHOW,2016,53,1.0,7.9,846.0,2.29,7.8,JP,1,drama,9
SHOW,2015,69,1.0,6.3,7.0,2.932,7.8,JP,1,drama,9
SHOW,2016,24,1.0,6.3,266.0,10.522,7.6,KR,1,comedy,29
SHOW,2016,45,1.0,6.2,357.0,1.849,6.0,AU,1,documentation,63
SHOW,2016,23,2.0,6.8,259.0,3.954,7.4,US,1,action,10
SHOW,2016,13,3.0,7.4,122.0,2.376,8.0,AU,2,animation,-1
SHOW,2016,25,4.0,8.2,6542.0,6.822,7.8,IN,1,drama,54
SHOW,2016,45,1.0,7.7,800.0,10.875,7.2,CN,1,drama,45
SHOW,2016,36,4.0,7.4,997.0,6.928,7.9,JP,1,reality,61
SHOW,2016,28,2.0,7.0,2324.0,5.537,6.2,CA,1,action,44
SHOW,2016,28,1.0,3.5,500.0,2.452,5.8,US,1,reality,5
SHOW,2015,47,1.0,7.3,503.0,2.488,6.3,AT,1,comedy,-1
SHOW,2016,29,2.0,6.7,590.0,2.881,7.8,US,1,documentation,35
SHOW,2015,43,1.0,8.7,1323.0,3.572,8.8,IN,1,drama,54
SHOW,2015,5,3.0,7.0,101.0,0.662,8.0,RU,1,animation,-1
SHOW,2016,23,2.0,6.7,54.0,7.272,7.7,US,1,animation,25
SHOW,2016,31,1.0,6.8,582.0,3.778,7.2,KR,1,scifi,30
SHOW,2016,24,3.0,6.3,57.0,1.722,8.0,CA,1,animation,12
SHOW,2016,42,2.0,7.0,304.0,3.34,8.0,US,1,documentation,35
SHOW,2016,13,4.0,5.2,48.0,1.49,7.3,GB,3,action,22
SHOW,2015,45,1.0,6.5,195.0,6.79,6.5,CN,1,drama,45
SHOW,2016,87,1.0,5.5,326.0,2.334,9.0,TW,1,family,-1
SHOW,2016,84,1.0,7.0,229.0,2.265,6.4,TW,1,thriller,-1
SHOW,2016,45,1.0,6.8,82.0,3.482,9.7,CN,1,drama,45
SHOW,2016,27,1.0,7.7,98.0,2.05,8.0,TW,1,comedy,36
SHOW,2016,29,4.0,8.3,45.0,0.6,9.0,US,1,documentation,35
SHOW,2016,44,1.0,8.0,115.0,0.688,8.4,TW,1,scifi,-1
SHOW,2018,27,3.0,8.4,34026.0,16.567,8.1,GB,1,comedy,0
SHOW,2017,45,4.0,7.9,118746.0,51.938,7.5,US,1,crime,20
SHOW,2017,60,4.0,8.5,300454.0,146.805,8.245,US,1,drama,13
SHOW,2017,56,3.0,8.7,363469.0,164.601,8.4,DE,1,scifi,-1
SHOW,2018,41,4.0,7.2,30634.0,230.337,8.5,US,1,drama,13
SHOW,2018,42,4.0,7.1,53185.0,145.572,7.7,US,1,drama,13
SHOW,2017,42,6.0,6.6,141250.0,341.862,8.531,US,1,crime,20
SHOW,2018,31,5.0,8.5,166830.0,331.306,8.167,US,1,action,10
SHOW,2017,53,2.0,8.6,261429.0,37.904,8.0,US,1,drama,13
SHOW,2018,42,5.0,7.6,9704.0,33.102,8.272,US,1,drama,13
SHOW,2018,47,3.0,7.7,230119.0,85.558,8.1,US,1,crime,20
SHOW,2018,49,3.0,7.3,98084.0,55.052,7.654,US,1,drama,13
SHOW,2018,60,2.0,8.1,118124.0,19.085,7.9,GB,1,war,67
SHOW,2018,17,2.0,4.9,3153.0,17.577,6.4,US,1,action,10
SHOW,2017,33,2.0,8.1,30399.0,17.642,7.6,US,1,crime,20
SHOW,2017,65,1.0,7.6,27.0,16.273,7.754,US,1,drama,13
SHOW,2018,52,5.0,8.2,4850.0,9.24,7.4,US,1,documentation,35
SHOW,2017,43,2.0,8.1,58120.0,18.55,7.7,US,1,crime,20
SHOW,2018,58,1.0,8.6,231950.0,50.336,8.1,US,1,thriller,47
SHOW,2017,49,4.0,8.4,23638.0,33.053,7.9,DE,1,drama,68
SHOW,2018,52,2.0,7.9,164872.0,52.901,7.8,US,1,scifi,2
SHOW,2017,26,4.0,8.3,62722.0,50.499,8.3,US,1,animation,25
SHOW,2018,44,2.0,7.2,21280.0,15.079,7.3,US,1,crime,20
SHOW,2017,42,5.0,7.2,21637.0,49.457,8.2,US,1,drama,13
SHOW,2018,42,4.0,7.7,50919.0,33.403,8.1,US,1,drama,13
SHOW,2017,43,2.0,8.1,38172.0,13.215,7.5,US,1,scifi,2
SHOW,2017,27,1.0,6.9,8639.0,8.032,6.6,US,1,comedy,1
SHOW,2017,23,6.0,7.7,16488.0,23.833,7.9,CA,1,comedy,21
SHOW,2018,39,1.0,7.7,77069.0,14.064,7.4,US,1,scifi,2
SHOW,2018,67,1.0,8.1,29939.0,9.646,7.95,US,1,crime,20
SHOW,2017,46,3.0,8.7,52756.0,150.37,8.8,CA,1,drama,19
SHOW,2017,21,2.0,8.1,182217.0,50.694,8.2,GB,1,drama,41
SHOW,2018,20,8.0,5.8,806.0,21.406,8.6,US,1,comedy,1
SHOW,2017,31,4.0,8.3,81643.0,37.513,8.3,US,1,comedy,1
SHOW,2017,47,3.0,7.8,59959.0,55.144,7.345,US,1,drama,13
SHOW,2018,40,4.0,4.6,16533.0,92.694,7.427,US,1,drama,13
SHOW,2017,44,1.0,7.7,32177.0,13.586,7.3,CA,1,drama,19
SHOW,2017,42,2.0,7.9,1292.0,2.879,8.0,US,1,crime,20
SHOW,2017,28,4.0,8.1,16167.0,17.017,8.1,US,1,comedy,1
SHOW,2018,24,2.0,6.7,2152.0,20.189,7.5,AU,1,scifi,24
SHOW,2017,29,3.0,7.8,66326.0,19.982,7.5,US,1,comedy,1
SHOW,2018,45,1.0,7.2,42239.0,9.531,6.9,GB,1,drama,41
SHOW,2017,64,2.0,8.5,8066.0,25.007,8.5,KR,1,crime,57
SHOW,2018,6,4.0,4.7,570.0,3.372,7.1,US,2,animation,25
SHOW,2018,28,4.0,7.2,59907.0,49.462,7.561,US,1,scifi,2
SHOW,2017,27,6.0,7.9,76088.0,61.436,7.9,US,1,comedy,1
SHOW,2017,44,2.0,6.7,20112.0,28.09,7.0,US,1,action,10
SHOW,2017,34,4.0,8.0,45533.0,17.486,7.4,US,1,drama,13
SHOW,2017,12,1.0,6.4,1512.0,8.612,8.0,US,1,scifi,2
SHOW,2018,50,1.0,7.2,6175.0,10.0,6.9,GB,1,animation,3
SHOW,2018,24,3.0,6.7,6041.0,207.49,8.1,JP,1,drama,9
SHOW,2018,26,3.0,8.2,38900.0,18.106,7.6,US,1,drama,13
SHOW,2017,55,2.0,7.4,11068.0,17.457,7.0,BE,2,drama,-1
SHOW,2018,48,5.0,7.4,75337.0,224.739,8.1,ES,1,thriller,69
SHOW,2017,56,1.0,8.2,14.0,8.556,7.5,US,1,documentation,35
SHOW,2017,58,4.0,7.5,286015.0,80.574,7.748,US,1,drama,13
SHOW,2017,43,2.0,7.8,13529.0,17.273,7.3,US,1,drama,13
SHOW,2018,24,3.0,7.7,2153.0,49.106,8.274,JP,1,animation,8
SHOW,2018,58,3.0,8.4,82042.0,92.102,7.9,US,1,drama,13
SHOW,2018,41,4.0,6.1,24646.0,45.271,7.2,US,1,action,10
SHOW,2018,43,1.0,7.7,2447.0,4.037,8.3,US,1,documentation,35
SHOW,2017,86,2.0,8.1,3656.0,3.279,8.0,US,1,scifi,2
SHOW,2018,46,3.0,7.2,9068.0,18.234,6.6,FI,1,crime,-1
SHOW,2018,62,1.0,7.7,15323.0,9.766,7.4,US,1,crime,20
SHOW,2018,47,6.0,8.5,18710.0,15.751,7.8,US,1,reality,5
SHOW,2018,25,1.0,8.4,20919.0,43.782,8.674,JP,1,animation,8
SHOW,2018,25,1.0,8.1,11117.0,61.635,8.8,JP,1,comedy,27
SHOW,2018,52,1.0,8.4,3686.0,2.462,8.4,GB,1,comedy,0
SHOW,2018,25,1.0,7.6,19465.0,37.228,7.887,JP,1,animation,8
SHOW,2018,25,2.0,8.5,10283.0,18.535,8.3,GB,1,animation,3
SHOW,2018,57,1.0,6.7,17774.0,23.364,6.4,GB,1,thriller,58
SHOW,2018,23,2.0,7.5,2270.0,16.706,8.3,JP,1,comedy,27
SHOW,2017,22,1.0,6.5,661.0,11.9,8.1,US,1,animation,25
SHOW,2018,27,3.0,8.4,22187.0,31.275,8.3,US,1,action,10
SHOW,2018,50,4.0,7.7,2848.0,12.127,8.1,CA,1,documentation,-1
SHOW,2017,65,1.0,8.3,4671.0,5.86,7.7,US,1,war,48
SHOW,2018,24,5.0,7.8,15584.0,26.73,8.8,US,1,scifi,2
SHOW,2018,57,4.0,7.4,91958.0,80.61,8.306,US,1,thriller,47
SHOW,2018,48,1.0,7.5,27987.0,9.635,7.5,US,1,documentation,35
SHOW,2018,24,1.0,7.5,18621.0,17.251,7.8,US,1,drama,13
SHOW,2018,44,1.0,5.8,13222.0,10.291,5.6,US,1,scifi,2
SHOW,2018,41,1.0,7.5,7233.0,6.668,6.5,NZ,1,action,-1
SHOW,2018,56,1.0,7.1,5007.0,10.479,7.3,AU,1,drama,14
SHOW,2017,30,4.0,6.1,25232.0,16.376,6.4,US,1,comedy,1
SHOW,2018,58,1.0,3.9,13815.0,12.655,6.5,GB,1,action,22
SHOW,2017,52,1.0,7.2,10234.0,18.051,7.1,FR,1,drama,51
SHOW,2017,46,5.0,7.6,13855.0,44.083,7.9,ES,1,drama,49
SHOW,2018,17,4.0,8.0,6195.0,13.244,7.2,JP,1,animation,8
SHOW,2017,48,5.0,7.6,5482.0,5.014,7.4,GB,1,reality,18
SHOW,2017,22,4.0,5.5,1900.0,8.441,5.6,US,1,drama,13
SHOW,2018,63,2.0,8.1,9159.0,11.301,7.3,US,1,documentation,35
SHOW,2018,58,1.0,6.4,6553.0,11.958,6.6,GB,1,drama,41
SHOW,2018,43,3.0,7.3,616.0,98.788,7.415,DK,1,scifi,-1
SHOW,2018,41,2.0,8.1,8113.0,5.099,8.0,GB,1,documentation,64
SHOW,2018,33,6.0,7.4,4742.0,8.521,7.6,US,1,reality,5
SHOW,2018,70,1.0,9.1,6043.0,13.025,8.9,KR,1,drama,53
SHOW,2018,20,4.0,4.9,225.0,14.694,6.8,JP,1,animation,8
SHOW,2017,66,1.0,8.7,2798.0,4.516,7.6,US,1,comedy,1
SHOW,2017,43,1.0,7.6,8313.0,9.193,7.0,US,1,western,70
SHOW,2017,51,1.0,8.4,17727.0,7.297,8.1,TR,1,drama,62
SHOW,2017,21,2.0,7.0,6810.0,8.665,6.5,US,1,comedy,1
SHOW,2018,52,2.0,7.3,8792.0,14.306,7.4,RU,1,scifi,-1
SHOW,2018,46,2.0,6.5,28006.0,81.348,7.9,US,1,drama,13
SHOW,2018,21,3.0,8.0,9079.0,11.637,7.7,US,1,documentation,35
SHOW,2017,45,3.0,8.0,5651.0,5.924,7.7,US,1,documentation,35
SHOW,2018,58,1.0,7.1,8536.0,17.902,6.9,DE,1,crime,-1
SHOW,2018,76,1.0,8.7,7054.0,16.097,8.516,KR,1,drama,53
SHOW,2017,30,2.0,6.9,20555.0,6.906,6.5,US,1,comedy,1
SHOW,2017,28,2.0,6.7,10153.0,14.558,5.8,US,1,comedy,1
SHOW,2017,39,1.0,7.4,1756.0,3.589,8.6,AU,1,drama,14
SHOW,2017,26,2.0,6.6,1890.0,24.556,7.3,CA,2,scifi,6
SHOW,2017,43,1.0,7.0,4239.0,1.898,6.2,US,1,crime,20
SHOW,2018,15,3.0,6.0,125.0,11.971,6.8,US,3,fantasy,71
SHOW,2018,30,1.0,8.5,3593.0,2.09,8.2,US,1,comedy,1
SHOW,2017,24,2.0,7.2,9035.0,54.832,8.3,JP,1,drama,9
SHOW,2017,44,5.0,7.3,1288.0,70.264,6.3,AE,1,drama,-1
SHOW,2018,42,1.0,6.8,7876.0,16.069,6.8,AU,1,scifi,24
SHOW,2017,59,1.0,6.8,16229.0,13.857,6.4,US,1,drama,13
SHOW,2018,11,3.0,6.6,359.0,7.273,6.6,US,1,action,10
SHOW,2017,45,2.0,8.4,5306.0,12.42,8.0,US,1,documentation,35
SHOW,2017,29,2.0,7.4,11233.0,5.878,6.9,GB,1,comedy,0
SHOW,2018,23,4.0,6.4,3736.0,82.194,7.0,US,1,action,10
SHOW,2018,75,2.0,7.4,4764.0,29.714,7.3,ES,1,drama,49
SHOW,2018,47,1.0,7.3,5950.0,6.592,7.0,US,1,documentation,35
SHOW,2017,48,2.0,6.9,2387.0,9.078,6.6,BE,1,crime,-1
SHOW,2017,5,5.0,8.6,212.0,10.667,9.5,GB,1,animation,3
SHOW,2017,47,1.0,6.6,2210.0,13.181,7.1,US,1,documentation,35
SHOW,2017,23,3.0,5.5,113.0,2.839,7.6,US,1,comedy,1
SHOW,2017,42,1.0,5.8,3184.0,5.658,6.5,US,1,drama,13
SHOW,2018,24,2.0,7.1,4266.0,10.299,7.1,CA,1,comedy,21
SHOW,2018,25,2.0,7.1,4844.0,18.671,7.8,JP,1,scifi,11
SHOW,2017,15,2.0,5.3,717.0,17.661,7.2,US,1,family,4
SHOW,2018,27,3.0,7.1,5386.0,11.69,7.7,FR,1,comedy,17
SHOW,2018,37,4.0,8.4,10058.0,18.216,7.7,US,1,reality,5
SHOW,2018,29,4.0,7.9,16106.0,31.784,8.5,US,1,comedy,1
SHOW,2018,25,3.0,4.7,382.0,7.221,8.4,US,1,animation,25
SHOW,2017,19,2.0,7.1,633.0,1.692,6.6,US,1,comedy,1
SHOW,2018,27,4.0,6.8,17779.0,29.709,7.6,US,1,comedy,1
SHOW,2017,11,2.0,3.4,750.0,8.75,5.6,CA,1,action,44
SHOW,2017,42,1.0,6.2,5957.0,14.04,6.5,US,1,drama,13
SHOW,2018,45,3.0,6.8,11202.0,38.201,8.0,IT,1,drama,72
SHOW,2017,24,2.0,6.7,7550.0,8.196,7.1,GB,1,comedy,0
SHOW,2018,52,1.0,8.0,4322.0,5.542,7.5,GB,1,documentation,64
SHOW,2018,25,3.0,4.6,3193.0,19.435,7.0,US,1,documentation,35
SHOW,2018,47,1.0,5.4,3087.0,13.712,6.5,TR,1,scifi,-1
SHOW,2017,30,3.0,6.6,1259.0,2.314,5.8,US,1,comedy,1
SHOW,2017,67,1.0,6.9,2819.0,60.517,7.3,KR,1,drama,53
SHOW,2018,48,1.0,7.2,3184.0,12.196,7.2,IL,1,war,-1
SHOW,2017,44,3.0,7.8,18229.0,114.888,7.5,US,1,drama,13
SHOW,2018,52,1.0,7.7,2283.0,4.495,6.9,ES,1,thriller,69
SHOW,2018,27,2.0,8.0,2002.0,13.722,8.2,JP,1,comedy,27
SHOW,2018,51,3.0,7.0,1516.0,8.74,7.0,US,1,reality,5
SHOW,2018,22,5.0,7.4,459.0,3.095,6.3,NZ,1,reality,-1
SHOW,2018,66,1.0,8.1,1578.0,7.293,8.2,KR,1,drama,53
SHOW,2018,51,2.0,7.8,3539.0,4.452,7.4,US,1,documentation,35
SHOW,2017,27,1.0,6.9,17848.0,10.009,6.7,US,1,comedy,1
SHOW,2017,69,1.0,8.1,4656.0,17.121,8.6,KR,1,drama,53
SHOW,2017,73,1.0,8.2,1979.0,20.502,8.2,KR,1,drama,53
SHOW,2018,46,2.0,6.2,5804.0,20.691,6.1,GB,1,scifi,23
SHOW,2017,32,3.0,3.5,7233.0,8.356,3.7,US,1,comedy,1
SHOW,2018,50,3.0,7.4,3977.0,5.641,7.2,GB,1,documentation,64
SHOW,2017,48,3.0,7.9,14528.0,23.46,7.463,IT,1,drama,72
SHOW,2017,52,1.0,8.0,10233.0,7.903,7.8,BE,1,drama,-1
SHOW,2017,23,11.0,6.4,1012.0,15.689,8.3,US,1,action,10
SHOW,2017,25,1.0,7.9,3147.0,13.06,8.3,JP,1,scifi,11
SHOW,2018,46,1.0,6.9,5732.0,8.714,6.4,US,1,drama,13
SHOW,2018,44,4.0,6.5,34629.0,24.058,7.3,TR,1,action,-1
SHOW,2018,23,2.0,6.9,844.0,7.074,7.3,JP,1,comedy,27
SHOW,2017,63,4.0,7.6,1994.0,17.025,6.9,KR,1,crime,57
SHOW,2018,25,6.0,8.2,7327.0,9.203,7.3,US,1,comedy,1
SHOW,2018,24,4.0,6.6,931.0,11.851,8.5,US,1,animation,25
SHOW,2018,54,2.0,7.0,4355.0,13.039,6.8,PL,1,drama,73
SHOW,2018,56,2.0,7.2,3716.0,6.812,7.4,US,1,documentation,35
SHOW,2018,43,1.0,6.8,3134.0,2.589,6.9,US,1,crime,20
SHOW,2018,16,3.0,8.6,311.0,82.499,8.9,CN,1,comedy,55
SHOW,2018,25,4.0,7.4,4885.0,32.166,8.3,US,1,comedy,1
SHOW,2018,17,3.0,6.3,158.0,8.971,9.8,US,1,animation,25
SHOW,2018,44,2.0,7.6,4201.0,45.88,8.5,TH,1,drama,74
SHOW,2018,31,3.0,7.6,7813.0,31.664,7.8,MX,1,comedy,75
SHOW,2017,25,3.0,6.2,825.0,10.885,6.3,US,1,animation,25
SHOW,2017,28,4.0,7.2,2437.0,49.402,7.7,GB,1,scifi,23
SHOW,2018,50,2.0,8.0,1282.0,3.54,8.3,US,1,documentation,35
SHOW,2018,23,3.0,7.1,3346.0,6.964,6.7,US,1,reality,5
SHOW,2017,32,3.0,7.7,905.0,2.01,7.0,US,1,drama,13
SHOW,2018,59,1.0,7.4,4917.0,5.831,7.1,GB,1,drama,41
SHOW,2018,47,1.0,6.7,544.0,0.663,9.0,US,1,documentation,35
SHOW,2018,48,2.0,6.6,455.0,5.935,7.4,ES,1,comedy,65
SHOW,2018,22,2.0,7.7,6158.0,27.194,7.7,US,1,scifi,2
SHOW,2017,41,1.0,8.0,1420.0,42.708,8.4,CN,1,comedy,55
SHOW,2018,57,1.0,7.4,4450.0,13.03,7.1,ES,1,drama,49
SHOW,2018,46,2.0,6.3,1676.0,8.337,7.0,PL,1,crime,52
SHOW,2017,44,4.0,2.9,16.0,11.3,7.3,SE,1,drama,76
SHOW,2018,44,1.0,7.7,1151.0,27.568,7.3,PR,1,drama,-1
SHOW,2017,78,2.0,7.9,3891.0,39.083,8.0,KR,1,scifi,30
SHOW,2017,35,2.0,6.7,4695.0,6.031,6.6,US,1,comedy,1
SHOW,2017,49,1.0,6.7,4096.0,7.204,6.4,NO,1,drama,-1
SHOW,2018,65,1.0,7.8,5537.0,12.047,7.9,KR,1,scifi,30
SHOW,2018,71,2.0,5.2,127.0,1.566,6.5,CN,1,action,31
SHOW,2017,49,1.0,7.3,1574.0,4.357,7.4,GB,1,documentation,64
SHOW,2017,45,2.0,7.5,5358.0,3.917,7.4,US,1,documentation,35
SHOW,2018,52,1.0,6.4,1671.0,5.334,5.8,FR,1,scifi,-1
SHOW,2017,28,3.0,7.0,2110.0,31.038,7.8,US,1,action,10
SHOW,2017,43,1.0,6.5,3123.0,4.954,6.5,CA,1,crime,-1
SHOW,2018,50,2.0,8.5,86279.0,14.613,8.1,IN,1,action,-1
SHOW,2018,45,2.0,7.7,1247.0,257.952,8.0,CO,1,drama,32
SHOW,2018,60,1.0,7.5,12617.0,10.83,7.4,DE,1,crime,-1
SHOW,2018,45,1.0,7.9,4033.0,52.891,8.5,CN,1,drama,45
SHOW,2017,37,1.0,8.0,1795.0,1.638,7.9,US,1,reality,5
SHOW,2018,22,2.0,4.4,195.0,1.499,10.0,US,1,animation,25
SHOW,2018,45,1.0,7.8,7872.0,13.329,7.0,US,1,crime,20
SHOW,2018,60,1.0,8.5,3443.0,1.694,8.2,US,1,comedy,1
SHOW,2018,59,1.0,7.6,2019.0,26.875,8.2,KR,1,comedy,29
SHOW,2018,4,2.0,5.2,43.0,3.304,7.2,FR,1,family,-1
SHOW,2018,18,1.0,6.1,157.0,4.281,7.9,US,1,drama,13
SHOW,2018,46,2.0,8.0,36136.0,8.383,7.4,BR,1,drama,77
SHOW,2017,24,1.0,7.5,1222.0,2.695,9.0,JP,1,action,7
SHOW,2018,64,3.0,8.3,2195.0,26.059,8.6,KR,1,drama,53
SHOW,2018,48,1.0,6.8,2629.0,12.035,6.4,BE,1,history,-1
SHOW,2018,60,1.0,6.7,143.0,0.907,7.0,BR,1,drama,77
