type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_countries,prod_countries_cnt,main_genre,dbscan_clusters
SHOW,2017,30,1.0,7.2,604.0,2.953,7.4,JP,1,drama,9
SHOW,2017,24,1.0,6.6,2299.0,17.023,7.7,JP,1,scifi,11
SHOW,2017,23,4.0,6.6,6133.0,16.244,8.1,US,1,drama,13
SHOW,2018,21,1.0,6.0,3890.0,4.61,5.5,US,1,comedy,1
SHOW,2018,7,2.0,8.1,98.0,2.076,8.3,ES,1,animation,78
SHOW,2018,54,1.0,8.3,3137.0,4.169,8.2,FR,1,documentation,37
SHOW,2018,68,1.0,8.6,2925.0,11.683,8.3,KR,1,drama,53
SHOW,2017,22,3.0,8.0,2737.0,1.977,6.7,GB,1,comedy,0
SHOW,2018,42,1.0,6.4,3899.0,7.925,6.5,US,1,comedy,1
SHOW,2017,39,3.0,7.0,3116.0,13.874,6.5,MX,1,war,-1
SHOW,2017,45,1.0,8.3,2339.0,20.099,7.8,CN,1,scifi,79
SHOW,2018,43,1.0,8.3,1963.0,17.576,8.6,CN,1,comedy,55
SHOW,2018,64,1.0,7.6,1785.0,18.479,7.6,KR,1,crime,57
SHOW,2017,24,1.0,5.7,222.0,4.999,7.2,JP,1,scifi,11
SHOW,2018,11,4.0,5.2,113.0,4.851,9.2,ES,2,comedy,65
SHOW,2018,27,2.0,5.3,2904.0,11.645,6.804,GB,1,drama,41
SHOW,2018,27,1.0,7.7,2397.0,3.175,7.3,US,1,comedy,1
SHOW,2018,60,1.0,6.9,1472.0,25.757,8.1,KR,1,comedy,29
SHOW,2018,46,2.0,8.0,6.0,16.66,6.9,IN,1,scifi,-1
SHOW,2018,47,1.0,6.2,3919.0,5.447,6.9,GB,1,scifi,23
SHOW,2018,22,5.0,6.7,543.0,36.15,8.2,US,1,animation,25
SHOW,2018,38,2.0,6.7,2568.0,19.915,7.5,MX,1,scifi,-1
SHOW,2017,28,1.0,7.8,3671.0,9.747,7.4,JP,1,drama,9
SHOW,2018,49,2.0,7.3,1538.0,1.602,7.1,AU,1,reality,43
SHOW,2018,49,1.0,7.9,95.0,0.99,6.0,TH,1,action,-1
SHOW,2017,75,1.0,8.0,4695.0,29.703,8.2,KR,1,comedy,29
SHOW,2017,24,2.0,5.8,890.0,3.907,7.3,US,1,action,10
SHOW,2018,42,1.0,6.7,2010.0,5.717,6.5,DK,1,action,-1
SHOW,2018,65,1.0,7.6,719.0,6.26,8.0,KR,1,drama,53
SHOW,2018,73,1.0,8.1,6208.0,53.569,7.9,KR,1,drama,53
SHOW,2017,42,3.0,6.2,328.0,11.431,6.5,US,1,documentation,35
SHOW,2017,28,1.0,8.2,328.0,2.76,8.5,US,1,comedy,1
SHOW,2017,92,1.0,8.5,3247.0,17.608,8.6,KR,1,comedy,29
SHOW,2018,24,1.0,7.9,425.0,2.902,8.3,US,1,documentation,35
SHOW,2018,68,1.0,7.0,301.0,3.001,6.9,ES,1,crime,80
SHOW,2017,68,1.0,6.9,677.0,6.098,8.6,KR,1,comedy,29
SHOW,2017,44,3.0,7.3,1658.0,15.736,7.2,US,1,documentation,35
SHOW,2017,23,2.0,5.9,3385.0,4.138,5.5,US,1,action,10
SHOW,2017,52,1.0,8.9,15.0,2.694,7.5,GB,1,reality,18
SHOW,2017,21,2.0,6.9,4136.0,11.367,6.6,US,1,comedy,1
SHOW,2018,36,1.0,7.7,1167.0,1.36,7.8,US,1,comedy,1
SHOW,2018,27,1.0,7.0,1957.0,1.555,6.5,US,1,comedy,1
SHOW,2018,61,1.0,8.1,1803.0,2.09,8.3,US,1,documentation,35
SHOW,2018,108,3.0,7.1,1647.0,21.505,7.5,TR,1,drama,62
SHOW,2018,62,1.0,7.7,1015.0,19.741,8.1,KR,1,scifi,30
SHOW,2018,55,1.0,8.2,1710.0,7.798,8.7,US,1,documentation,35
SHOW,2018,17,2.0,6.3,272.0,4.525,7.8,US,1,animation,25
SHOW,2017,21,4.0,7.2,451.0,7.851,8.8,CA,1,animation,12
SHOW,2018,75,1.0,8.0,7545.0,26.999,7.1,TR,1,reality,-1
SHOW,2018,24,1.0,6.7,844.0,10.716,6.4,JP,1,comedy,27
SHOW,2017,59,3.0,7.3,2359.0,5.525,6.0,US,1,action,10
SHOW,2018,26,2.0,7.2,912.0,10.181,5.9,JP,1,comedy,27
SHOW,2018,54,1.0,7.0,2030.0,6.384,7.7,ES,1,crime,80
SHOW,2017,43,1.0,7.2,245.0,21.897,5.0,US,1,drama,13
SHOW,2018,25,1.0,6.7,1942.0,9.177,7.6,JP,1,action,7
SHOW,2018,25,2.0,6.7,1005.0,24.549,7.9,JP,1,thriller,-1
SHOW,2017,46,2.0,6.9,1611.0,5.351,7.5,PL,1,drama,73
SHOW,2018,53,1.0,7.6,4176.0,3.634,7.0,US,1,reality,5
SHOW,2017,43,1.0,8.4,2687.0,3.445,7.9,US,1,documentation,35
SHOW,2017,55,1.0,7.2,4021.0,3.412,6.9,GB,1,documentation,64
SHOW,2018,26,2.0,6.4,4398.0,25.804,7.2,NZ,1,scifi,-1
SHOW,2018,42,1.0,7.8,3713.0,2.166,7.5,US,1,documentation,35
SHOW,2018,30,2.0,5.5,455.0,1.994,6.8,BR,1,documentation,81
SHOW,2018,45,1.0,6.9,2714.0,25.554,7.0,MX,1,drama,39
SHOW,2018,35,1.0,6.0,641.0,3.231,6.9,US,1,reality,5
SHOW,2017,55,1.0,6.8,1093.0,17.067,6.1,MX,1,documentation,-1
SHOW,2017,42,1.0,7.7,995.0,106.508,7.8,CO,1,crime,42
SHOW,2017,44,1.0,6.8,597.0,6.648,7.3,KR,1,comedy,29
SHOW,2018,22,1.0,6.1,257.0,14.703,7.2,US,1,action,10
SHOW,2017,21,1.0,7.4,1883.0,98.48,7.5,US,1,documentation,35
SHOW,2017,21,1.0,8.1,2099.0,5.009,7.9,JP,1,comedy,27
SHOW,2018,24,1.0,5.2,521.0,12.055,5.9,JP,1,action,7
SHOW,2017,23,1.0,4.9,1599.0,3.129,5.9,JP,1,drama,9
SHOW,2018,51,1.0,6.7,396.0,1.4,6.0,US,1,documentation,35
SHOW,2018,25,2.0,6.1,675.0,4.779,6.3,JP,1,animation,8
SHOW,2017,34,2.0,4.0,679.0,2.178,5.3,AU,1,reality,43
SHOW,2018,61,1.0,8.3,1272.0,4.333,8.375,KR,1,drama,53
SHOW,2018,45,2.0,8.2,1917.0,15.725,7.5,CO,1,drama,32
SHOW,2018,25,1.0,7.3,2234.0,5.002,7.6,IN,1,drama,54
SHOW,2017,59,2.0,7.0,682.0,2.706,7.4,GB,1,reality,18
SHOW,2017,21,2.0,4.6,282.0,9.57,7.9,US,1,action,10
SHOW,2018,43,2.0,7.0,358.0,206.288,7.5,US,2,crime,20
SHOW,2018,15,5.0,6.0,283.0,10.72,8.4,IT,1,action,-1
SHOW,2017,55,1.0,7.3,660.0,17.237,6.8,KR,1,drama,53
SHOW,2017,69,1.0,8.0,1265.0,10.393,6.7,KR,1,drama,53
SHOW,2018,24,1.0,6.5,534.0,9.173,7.4,JP,1,scifi,11
SHOW,2018,44,2.0,7.1,1330.0,10.509,7.2,US,1,reality,5
SHOW,2017,64,1.0,5.9,30.0,8.626,8.0,KR,1,action,33
SHOW,2018,24,2.0,6.2,680.0,1.785,4.4,US,1,comedy,1
SHOW,2017,24,1.0,7.0,1551.0,13.257,7.6,JP,1,scifi,11
SHOW,2018,45,1.0,8.4,1492.0,8.456,8.1,CN,1,drama,45
SHOW,2017,20,2.0,7.8,628.0,1.741,8.0,US,1,drama,13
SHOW,2018,17,3.0,5.4,182.0,4.569,4.0,US,1,animation,25
SHOW,2017,29,1.0,7.0,672.0,9.524,8.3,KR,1,drama,53
SHOW,2018,23,2.0,3.7,1204.0,4.406,7.2,CA,1,drama,19
SHOW,2018,59,1.0,7.7,564.0,2.836,7.0,GB,1,war,67
SHOW,2018,58,1.0,7.3,555.0,4.984,6.5,JP,1,drama,9
SHOW,2018,46,2.0,6.8,1334.0,7.122,7.7,US,1,documentation,35
SHOW,2018,27,2.0,5.3,807.0,19.38,7.4,JP,1,action,7
SHOW,2018,52,3.0,8.0,4556.0,40.288,8.0,MX,1,drama,39
SHOW,2018,75,3.0,7.6,912.0,15.136,8.4,KR,1,thriller,60
SHOW,2018,42,1.0,6.3,352.0,1.33,7.6,AR,1,documentation,82
SHOW,2017,23,3.0,7.5,98.0,8.19,9.4,US,1,animation,25
SHOW,2018,49,1.0,5.4,1014.0,2.304,6.1,US,1,crime,20
SHOW,2018,53,1.0,6.6,449.0,9.31,7.7,RU,1,thriller,-1
SHOW,2018,25,1.0,6.3,1203.0,11.039,6.3,JP,1,animation,8
SHOW,2017,71,1.0,7.2,1614.0,10.861,8.0,KR,1,comedy,29
SHOW,2018,75,1.0,7.7,2068.0,10.313,8.323,KR,1,drama,53
SHOW,2018,42,1.0,5.1,1120.0,6.058,5.2,BR,1,documentation,81
SHOW,2018,41,1.0,6.9,1614.0,7.295,6.6,US,1,reality,5
SHOW,2017,30,1.0,7.6,1835.0,10.133,6.8,JP,1,drama,9
SHOW,2018,52,1.0,5.6,665.0,5.727,6.9,ES,1,drama,49
SHOW,2018,47,1.0,6.6,517.0,10.561,6.2,US,1,documentation,35
SHOW,2018,25,1.0,7.4,485.0,4.739,6.8,US,1,comedy,1
SHOW,2018,71,1.0,8.1,620.0,5.594,7.9,KR,1,drama,53
SHOW,2018,48,1.0,5.2,712.0,1.837,7.2,US,1,documentation,35
SHOW,2018,57,1.0,7.4,4021.0,30.627,7.615,KR,1,drama,53
SHOW,2018,43,2.0,7.2,1097.0,6.25,8.0,GB,1,reality,18
SHOW,2018,24,2.0,7.4,457.0,2.955,8.0,JP,1,crime,-1
SHOW,2018,48,1.0,7.4,116.0,2.664,7.0,US,1,documentation,35
SHOW,2018,45,1.0,7.6,1209.0,12.956,8.4,KR,1,drama,53
SHOW,2017,39,6.0,7.8,968.0,6.828,8.0,JP,1,reality,61
SHOW,2018,54,1.0,7.2,215.0,2.132,9.0,CO,1,drama,32
SHOW,2017,43,1.0,7.7,841.0,1.804,7.4,GB,1,documentation,64
SHOW,2017,43,1.0,6.6,581.0,8.653,6.6,AU,2,documentation,63
SHOW,2018,70,2.0,7.2,3274.0,11.931,7.1,ES,1,drama,49
SHOW,2018,11,4.0,6.2,111.0,13.282,7.7,US,2,animation,25
SHOW,2018,25,2.0,7.1,2396.0,6.858,6.4,US,1,comedy,1
SHOW,2017,57,3.0,7.2,1416.0,19.328,6.3,ES,1,comedy,65
SHOW,2017,24,2.0,6.4,18.0,4.313,8.0,CN,1,scifi,79
SHOW,2018,24,1.0,5.8,434.0,8.604,5.4,JP,1,drama,9
SHOW,2017,52,1.0,7.1,3409.0,25.999,8.0,KR,1,comedy,29
SHOW,2017,30,2.0,6.8,276.0,5.356,7.4,JP,1,reality,61
SHOW,2018,25,1.0,4.5,723.0,2.02,4.6,US,1,comedy,1
SHOW,2017,23,1.0,7.4,575.0,6.841,8.5,US,1,animation,25
SHOW,2018,39,1.0,7.1,1436.0,9.01,7.8,JP,1,drama,9
SHOW,2017,30,1.0,7.6,808.0,1.526,7.2,JP,1,comedy,27
SHOW,2017,25,1.0,7.2,449.0,5.669,8.0,MX,1,comedy,75
SHOW,2017,28,3.0,6.5,292.0,1.907,7.6,AU,1,documentation,63
SHOW,2018,23,1.0,7.6,92.0,3.908,9.0,US,1,animation,25
SHOW,2018,42,1.0,7.5,822.0,3.396,6.8,US,1,documentation,35
SHOW,2018,36,2.0,7.3,2082.0,1.704,7.7,IT,1,scifi,-1
SHOW,2018,40,1.0,4.9,647.0,9.754,6.3,AR,1,drama,16
SHOW,2018,58,1.0,5.4,11.0,2.391,7.0,US,1,documentation,35
SHOW,2017,33,1.0,5.3,308.0,4.802,8.0,SA,3,drama,-1
SHOW,2018,25,1.0,5.4,1753.0,2.315,5.3,BR,1,animation,-1
SHOW,2018,43,1.0,7.1,428.0,2.638,7.8,US,1,documentation,35
SHOW,2018,23,2.0,5.8,932.0,21.229,7.1,JP,1,action,7
SHOW,2018,8,2.0,6.5,430.0,15.128,6.9,US,2,animation,25
SHOW,2018,31,1.0,7.4,1156.0,29.906,7.9,CN,1,family,-1
SHOW,2018,60,2.0,6.6,565.0,4.744,6.2,GB,1,reality,18
SHOW,2018,26,1.0,5.1,1870.0,2.61,4.8,US,1,comedy,1
SHOW,2017,61,1.0,8.6,922.0,2.962,7.7,IN,1,documentation,-1
SHOW,2018,26,1.0,6.6,802.0,3.207,6.4,GB,2,documentation,64
SHOW,2017,59,1.0,7.4,211.0,2.926,6.0,GB,1,documentation,64
SHOW,2018,18,2.0,6.8,20.0,1.862,9.5,KR,1,animation,34
SHOW,2018,0,2.0,6.2,172.0,1.415,7.8,BR,1,comedy,83
SHOW,2017,23,2.0,6.1,318.0,4.919,7.6,US,1,animation,25
SHOW,2018,57,1.0,6.7,4169.0,9.601,6.5,PL,1,drama,73
SHOW,2018,16,1.0,7.6,149.0,0.673,7.5,AU,1,drama,14
SHOW,2018,24,4.0,6.7,254.0,9.06,8.5,US,1,family,4
SHOW,2018,32,1.0,7.4,1101.0,2.49,7.0,US,1,reality,5
SHOW,2017,47,2.0,3.9,1404.0,0.884,2.8,GB,1,documentation,64
SHOW,2018,25,1.0,6.9,501.0,7.435,7.9,JP,1,animation,8
SHOW,2017,26,1.0,6.9,121.0,1.481,8.0,JP,1,action,7
SHOW,2017,63,1.0,7.3,266.0,4.679,7.3,KR,1,drama,53
SHOW,2017,55,1.0,6.5,371.0,1.715,6.3,US,1,documentation,35
SHOW,2018,24,1.0,6.4,409.0,3.804,6.0,PH,1,crime,-1
SHOW,2017,33,1.0,6.7,10.0,2.723,10.0,JP,1,drama,9
SHOW,2018,23,3.0,6.7,94.0,3.034,8.2,GB,1,animation,3
SHOW,2018,22,1.0,7.4,148.0,0.992,8.3,US,1,documentation,35
SHOW,2017,24,1.0,6.8,167.0,5.23,7.8,US,1,scifi,2
SHOW,2018,15,2.0,7.9,294.0,1.372,9.3,US,1,animation,25
SHOW,2018,28,2.0,6.5,517.0,3.396,6.1,BR,1,comedy,83
SHOW,2018,13,1.0,7.9,27.0,0.733,5.0,US,1,family,4
SHOW,2018,72,1.0,8.6,49.0,3.151,6.0,TW,1,crime,-1
SHOW,2018,33,2.0,7.7,1098.0,3.101,8.0,US,1,reality,5
SHOW,2017,40,1.0,6.7,108.0,3.867,8.4,KR,1,drama,53
SHOW,2018,25,1.0,5.7,400.0,1.208,7.7,US,1,comedy,1
SHOW,2017,13,3.0,6.2,417.0,8.924,7.6,CA,1,animation,12
SHOW,2018,24,1.0,7.0,375.0,4.07,8.2,JP,1,animation,8
SHOW,2018,30,2.0,7.7,138.0,2.671,6.2,ID,1,comedy,-1
SHOW,2018,41,1.0,6.7,423.0,4.425,7.7,US,1,documentation,35
SHOW,2017,23,2.0,7.7,495.0,3.267,8.4,US,1,comedy,1
SHOW,2017,30,1.0,6.7,248.0,4.347,7.5,JP,1,drama,9
SHOW,2017,24,1.0,6.1,324.0,3.167,6.3,JP,1,scifi,11
SHOW,2018,50,1.0,6.1,166.0,0.6,4.0,US,1,reality,5
SHOW,2017,54,1.0,7.3,900.0,2.108,6.7,FR,1,documentation,37
SHOW,2018,23,2.0,5.6,117.0,1.96,8.5,US,1,family,4
SHOW,2018,42,1.0,6.5,220.0,1.091,6.2,JP,1,reality,61
SHOW,2018,98,1.0,7.2,388.0,2.087,7.8,TW,1,drama,38
SHOW,2018,34,2.0,5.9,136.0,3.961,6.4,KR,1,comedy,29
SHOW,2018,18,2.0,7.5,694.0,4.925,8.8,CA,2,animation,12
SHOW,2018,24,1.0,6.3,301.0,3.665,8.0,US,1,comedy,1
SHOW,2018,26,2.0,5.7,481.0,9.166,7.0,US,1,comedy,1
SHOW,2018,50,1.0,3.9,759.0,3.541,7.5,US,1,reality,5
SHOW,2018,44,1.0,6.6,202.0,3.473,8.2,TH,1,drama,74
SHOW,2018,48,1.0,7.1,97.0,1.429,7.7,TH,1,drama,74
SHOW,2018,26,1.0,6.7,209.0,2.519,7.1,KR,1,comedy,29
SHOW,2017,85,1.0,7.3,30.0,2.319,1.0,TW,1,drama,38
SHOW,2018,69,2.0,6.1,159.0,1.4,8.0,TW,1,drama,38
SHOW,2018,33,1.0,6.5,824.0,5.086,7.8,MX,1,comedy,75
SHOW,2018,46,1.0,6.8,78.0,1.342,5.0,JP,1,drama,9
SHOW,2017,85,1.0,2.3,137.0,1.772,8.3,TW,1,drama,38
SHOW,2017,42,1.0,5.4,160.0,0.6,7.2,US,1,drama,13
SHOW,2018,44,1.0,5.7,17.0,5.027,2.7,CN,1,drama,45
SHOW,2017,89,2.0,7.9,323.0,1.699,7.0,TW,1,drama,38
SHOW,2018,2,1.0,6.4,6.0,0.84,10.0,CA,1,family,84
SHOW,2018,24,1.0,6.8,104.0,1.875,6.5,JP,1,comedy,27
SHOW,2018,18,3.0,4.9,711.0,0.902,6.0,US,1,documentation,35
SHOW,2018,45,1.0,7.5,225.0,3.082,8.2,CN,1,drama,45
SHOW,2018,12,2.0,3.5,99.0,0.6,4.0,IN,1,animation,-1
SHOW,2018,24,2.0,4.8,47.0,2.75,6.0,US,1,animation,25
SHOW,2017,50,2.0,6.6,145.0,4.376,10.0,MX,1,action,-1
SHOW,2017,80,1.0,7.8,116.0,1.332,7.0,TW,1,drama,38
SHOW,2017,20,1.0,6.2,24.0,0.663,8.0,US,1,documentation,35
SHOW,2019,50,3.0,8.0,230211.0,388.952,8.7,US,1,comedy,1
SHOW,2020,42,3.0,6.0,2625.0,30.911,8.5,US,1,horror,-1
SHOW,2019,44,4.0,7.4,36459.0,169.37,8.034,US,1,drama,13
SHOW,2019,25,3.0,8.7,93604.0,94.263,8.809,JP,1,scifi,11
SHOW,2019,13,3.0,8.4,131937.0,156.46,8.3,US,1,scifi,2
SHOW,2019,41,4.0,7.5,11409.0,39.136,7.9,US,1,drama,13
SHOW,2019,24,2.0,8.8,32535.0,15.663,8.6,JP,1,animation,8
SHOW,2019,24,3.0,7.3,7023.0,18.246,7.2,US,1,comedy,1
SHOW,2019,28,2.0,7.8,91649.0,18.072,7.5,US,1,comedy,1
SHOW,2020,24,5.0,7.5,8022.0,259.059,8.0,US,1,action,10
SHOW,2019,58,2.0,8.2,472202.0,101.869,8.244,US,1,scifi,2
SHOW,2020,62,4.0,7.3,129085.0,106.118,8.2,US,1,drama,13
SHOW,2020,38,3.0,6.9,8895.0,473.002,8.2,MX,1,drama,39
SHOW,2019,28,3.0,8.4,129243.0,19.931,7.843,GB,1,comedy,0
SHOW,2019,59,2.0,7.5,4906.0,3.97,7.8,US,1,documentation,35
SHOW,2019,42,3.0,7.0,2216.0,63.359,7.5,US,1,thriller,47
SHOW,2019,42,4.0,7.1,1011.0,8.132,8.6,US,1,documentation,35
SHOW,2020,56,1.0,8.6,420100.0,82.702,8.624,US,1,drama,13
SHOW,2019,41,4.0,6.1,12343.0,46.094,8.1,US,1,scifi,2
SHOW,2019,52,4.0,8.3,251168.0,273.962,8.358,GB,1,drama,41
SHOW,2019,31,2.0,8.0,74989.0,26.155,7.299,US,1,thriller,47
SHOW,2019,29,2.0,6.6,4912.0,28.789,6.715,LU,1,crime,-1
SHOW,2019,16,3.0,7.9,11900.0,8.873,6.6,US,1,comedy,1
SHOW,2019,38,6.0,8.6,38345.0,40.781,8.4,GB,1,documentation,64
SHOW,2020,50,1.0,9.1,115915.0,27.702,8.2,US,1,documentation,35
SHOW,2020,48,3.0,7.4,72031.0,48.22,8.1,US,1,drama,13
SHOW,2020,49,2.0,7.5,45815.0,39.319,8.555,US,1,thriller,47
SHOW,2020,29,2.0,6.9,86631.0,42.991,7.995,US,1,drama,13
SHOW,2019,48,1.0,8.4,98384.0,20.378,8.1,US,1,drama,13
SHOW,2019,48,2.0,8.3,44874.0,42.052,8.4,KR,1,action,33
SHOW,2019,26,3.0,7.1,3034.0,23.841,7.2,CA,1,reality,66
SHOW,2019,45,1.0,7.4,14895.0,22.746,7.7,FR,1,thriller,-1
SHOW,2020,30,2.0,6.7,63379.0,21.173,6.6,US,1,comedy,1
SHOW,2019,42,2.0,8.6,5846.0,5.852,7.9,AU,1,reality,43
SHOW,2020,28,4.0,7.8,47000.0,47.843,8.183,US,1,comedy,1
SHOW,2020,45,1.0,7.3,48298.0,11.603,7.4,GB,1,thriller,58
SHOW,2019,23,2.0,8.3,36018.0,42.367,8.843,JP,1,animation,8
SHOW,2020,88,1.0,6.8,45971.0,25.177,7.142,GB,1,drama,41
SHOW,2020,82,1.0,7.4,8829.0,9.22,7.5,US,1,war,48
SHOW,2019,39,2.0,6.5,29318.0,30.795,7.1,US,1,scifi,2
SHOW,2020,19,2.0,7.2,1331.0,121.132,8.6,CN,1,scifi,79
SHOW,2020,47,2.0,7.6,49446.0,71.018,8.2,JP,1,action,7
SHOW,2019,51,1.0,8.4,24419.0,23.53,7.8,US,2,scifi,2
SHOW,2019,74,1.0,8.9,116560.0,20.965,8.2,US,1,drama,13
SHOW,2020,55,1.0,7.3,99047.0,29.636,7.8,US,1,thriller,47
SHOW,2020,50,2.0,7.3,17689.0,17.137,7.9,US,1,drama,13
SHOW,2020,43,2.0,6.8,30243.0,45.891,7.9,US,1,action,10
SHOW,2019,62,1.0,8.0,51559.0,13.548,7.7,GB,1,documentation,64
SHOW,2020,55,1.0,7.0,5902.0,7.002,6.846,DE,1,history,-1
SHOW,2019,50,1.0,6.4,3491.0,6.904,6.9,US,1,documentation,35
SHOW,2020,36,2.0,7.1,31559.0,22.983,7.5,BE,1,scifi,-1
SHOW,2020,25,2.0,7.5,10690.0,9.986,7.4,GB,1,drama,41
SHOW,2020,47,2.0,7.5,36863.0,118.364,8.067,NO,1,thriller,-1
SHOW,2020,54,5.0,6.1,7863.0,1.4,7.7,US,1,reality,5
SHOW,2020,45,2.0,6.9,11377.0,72.638,7.1,GB,1,thriller,58
SHOW,2020,50,1.0,7.5,36052.0,11.855,7.6,US,1,drama,13
SHOW,2019,50,1.0,9.3,42259.0,19.942,8.8,GB,1,documentation,64
SHOW,2019,31,2.0,8.2,5107.0,7.305,7.8,US,1,documentation,35
SHOW,2020,48,2.0,6.6,705.0,19.64,7.0,CA,1,reality,66
SHOW,2019,43,2.0,7.1,14799.0,33.326,7.8,US,1,scifi,2
SHOW,2020,54,2.0,7.2,54291.0,35.227,7.8,US,1,drama,13
SHOW,2019,43,2.0,7.5,22182.0,14.713,7.4,US,1,comedy,1
SHOW,2020,62,1.0,7.1,466.0,4.435,7.9,KR,1,thriller,60
SHOW,2020,25,1.0,8.1,8262.0,23.072,8.6,JP,1,scifi,11
SHOW,2019,56,1.0,7.0,28647.0,21.138,7.7,US,1,drama,13
SHOW,2020,54,1.0,8.0,76083.0,15.173,7.9,DE,1,drama,68
SHOW,2019,48,1.0,7.4,5174.0,9.883,7.0,BE,1,thriller,-1
SHOW,2020,47,1.0,7.2,23709.0,37.819,7.396,DE,1,drama,68
SHOW,2019,47,3.0,7.6,6288.0,10.08,7.4,US,1,documentation,35
SHOW,2020,55,1.0,5.8,29864.0,30.279,7.4,US,1,action,10
SHOW,2019,22,1.0,6.7,289.0,13.663,7.2,CA,1,comedy,21
SHOW,2019,26,2.0,7.2,30624.0,9.447,6.8,US,1,drama,13
SHOW,2019,58,1.0,7.8,14008.0,14.215,7.7,GB,1,drama,41
SHOW,2019,53,1.0,7.9,41237.0,16.993,7.6,FR,1,drama,51
SHOW,2020,22,1.0,6.9,563.0,1.4,6.0,JP,1,animation,8
SHOW,2020,57,1.0,7.1,23816.0,9.369,7.2,US,1,documentation,35
SHOW,2020,12,2.0,7.3,105.0,10.114,4.0,PL,1,animation,-1
SHOW,2019,47,1.0,7.1,13467.0,11.145,6.8,IS,1,crime,-1
SHOW,2019,45,1.0,7.3,8248.0,9.163,7.4,GB,1,romance,-1
SHOW,2019,36,5.0,6.4,6217.0,8.686,7.0,US,1,reality,5
SHOW,2019,54,4.0,6.8,2095.0,5.621,7.0,GB,1,reality,18
SHOW,2020,21,1.0,7.5,58674.0,27.985,8.2,US,1,drama,13
SHOW,2019,54,1.0,6.3,15243.0,19.664,6.6,US,1,drama,13
SHOW,2020,49,2.0,7.3,9492.0,18.654,7.8,US,1,documentation,35
SHOW,2020,56,2.0,8.1,6271.0,8.36,7.4,US,1,documentation,35
SHOW,2019,10,2.0,7.1,1282.0,12.626,8.2,US,1,scifi,2
SHOW,2019,48,2.0,6.7,27943.0,27.883,7.9,US,1,scifi,2
SHOW,2020,39,1.0,8.0,6586.0,17.742,7.8,US,1,documentation,35
SHOW,2020,23,3.0,8.3,5618.0,24.191,8.4,US,1,comedy,1
SHOW,2020,25,2.0,6.2,2397.0,11.482,6.5,JP,1,scifi,11
SHOW,2019,44,1.0,8.8,6181.0,30.895,8.5,CN,1,action,31
SHOW,2020,42,3.0,4.6,12230.0,20.633,6.8,US,1,reality,5
SHOW,2019,42,2.0,5.2,35536.0,56.037,6.1,US,1,scifi,2
SHOW,2020,31,2.0,7.4,7896.0,13.59,7.3,SE,1,comedy,-1
SHOW,2019,47,2.0,6.1,7000.0,21.788,7.3,US,1,crime,20
SHOW,2019,50,1.0,8.7,8622.0,7.929,8.6,GB,1,documentation,64
SHOW,2020,44,2.0,7.5,77790.0,9.63,7.0,US,1,documentation,35
SHOW,2019,49,3.0,7.8,17005.0,17.659,8.0,BE,1,drama,-1
SHOW,2019,44,2.0,7.6,18213.0,12.302,7.429,GB,1,crime,46
SHOW,2019,51,1.0,6.6,3130.0,4.526,6.8,GB,1,war,67
SHOW,2019,48,2.0,7.6,1868.0,52.228,8.4,ES,1,comedy,65
SHOW,2020,62,1.0,7.4,2216.0,29.819,7.5,KR,1,drama,53
SHOW,2019,43,1.0,6.6,5254.0,15.001,7.9,US,1,thriller,47
SHOW,2019,80,1.0,8.2,8405.0,32.042,8.7,KR,1,romance,-1
SHOW,2019,44,1.0,6.4,12921.0,15.475,7.3,US,1,scifi,2
SHOW,2019,51,2.0,7.2,12713.0,13.757,7.5,RU,1,thriller,-1
SHOW,2020,49,1.0,7.6,11426.0,16.492,7.9,US,1,comedy,1
SHOW,2020,50,1.0,6.6,23787.0,16.426,6.8,US,1,drama,13
SHOW,2020,31,2.0,5.3,2429.0,9.617,7.8,US,1,reality,5
SHOW,2020,2,1.0,8.4,9725.0,13.926,8.584,US,1,scifi,2
SHOW,2019,32,3.0,7.9,31516.0,26.381,8.3,DE,1,comedy,85
SHOW,2019,24,3.0,6.8,2089.0,30.084,7.1,JP,1,animation,8
SHOW,2020,34,2.0,6.5,7420.0,122.06,7.3,MX,1,thriller,-1
SHOW,2020,52,5.0,7.2,6901.0,7.905,7.7,US,1,reality,5
SHOW,2019,23,2.0,7.7,9782.0,66.572,8.7,JP,1,animation,8
SHOW,2020,45,1.0,7.6,42667.0,19.659,7.4,US,1,drama,13
SHOW,2020,42,2.0,5.4,1506.0,6.857,6.7,US,1,reality,5
SHOW,2019,47,1.0,6.6,19654.0,18.304,7.3,US,1,scifi,2
SHOW,2020,54,1.0,7.7,7261.0,3.063,8.4,US,1,documentation,35
SHOW,2020,17,1.0,7.3,1086.0,1.4,7.3,US,1,comedy,1
SHOW,2019,44,1.0,6.9,4202.0,9.477,7.0,CA,1,drama,19
SHOW,2020,70,1.0,8.2,12780.0,36.591,8.5,KR,1,drama,53
SHOW,2019,46,1.0,7.5,21276.0,16.469,7.3,SE,1,drama,76
SHOW,2020,80,1.0,8.1,9697.0,32.075,8.4,KR,1,drama,53
SHOW,2019,44,3.0,6.6,1172.0,42.611,8.2,BR,1,drama,77
SHOW,2020,76,1.0,8.6,22346.0,50.095,8.6,KR,1,drama,53
